TA00020,TA00021,TA00023,TA00024,TA00025,TA00026,TA00027,TA00028,TA00029,TA00030,TA00054,TA00056,TA00057,TA00061,TA00064,TA00065,TA00066,TA00067,TA00068,TA00069,TA00070,TA00071,TA00072,TA00073,TA00074,TA00076,TA00077
0.22,0,2.55,0.1,1.05,15.72,16.21,0,0,0,6.38,0.55,0.48,0,0,0.1,0,10.03,0.02,0,4.4,1,0,0.02,1.66,0.6,7.04
8.07999999999996,0,22.27,16.48,13.54,0,53.45,0.19,0,0,10.07,9.75,0.4,0,0.44,0.02,0,17.91,0.03,0.02,0.2,3.2,0,0.48,5.16,0.4,1.45
1.26,0,26.73,6.34,4.22,5.47,16.12,0.1,0,0,0,0.02,0.36,0,0,0,0,54.87,0.02,0.02,1.2,0,0,0.69,0.16,0.08,1.99
2.28,0,0,14.72,18.63,0,39.7,0.02,0,0,9.03,29.31,0.36,0,0,0,0,18.45,0.02,0.06,0.2,0.2,0,0.04,22.99,0.06,3.78
3.6,0,0,0.02,7.98,5.74999999999999,43.2300000000001,0.19,0.02,0,1.5,6.39,0.32,0,0,4.65,0,0.02,0.02,0.04,0,0.2,0.32,0.47,42.0300000000001,0.06,0.17
2.26,0,0,11.65,1.65,9.11999999999999,4.19,0.04,0.03,0,7.25,0.95,0.3,0,11.56,5.86999999999999,0,25.95,0.06,0.02,1.2,0,0,0.77,0,0.45,36.37
1.46,0,22.26,7.05,12.31,3.96,0.02,0,0.02,0.05,0.04,5.52999999999999,0.32,0.02,10.01,0.14,0,6.41999999999999,0,0,0.2,0,0,0,0,0.02,0.08
1.12,0.4,0,2.09,5.61999999999999,0.04,0.06,0.09,0.08,0,3.25,0.28,0.24,0.07,0.06,4.53,0,0.41,0.04,0.04,0,0,0,0.02,14.46,0.02,24.74
0.62,6.8,0.08,0.06,14.79,0.28,4.45,0.92,0,0,11.56,0.02,0.24,0,7.02,3.26,0,0.49,0.04,0.02,0.2,0.2,0,4.72,0.65,0,8.38
0.28,0,0.02,0.04,0.04,20.15,0,0.06,0.04,0,0.08,0,0.22,0,15.84,0.34,0,0.08,0.06,0.06,17.2,55.6,14.37,0.04,0.08,0,8.04999999999999
0.12,0.4,0.96,0.06,12.82,19.99,13.15,0.02,0,0,4.67,0,0.2,0,11.87,0.08,0,15.61,0,0.02,114.8,11.8,10.04,4.53,0,0,0.22
0.06,0,10.94,0.56,0.06,18.36,21.65,0.04,0,0,0.04,1.17,0.2,0,0.41,0.16,0,7.9,0.02,0.02,27.6,3.4,0,0.11,0.52,0,0
0.08,0,30.47,0.46,0,8.88,14.07,0,0,0,0.1,6.47,0.14,0,0.08,0,0,0,0.02,0,0.4,5.4,7.37,0.13,0.32,0,0.02
0.06,0,0,0.1,0.04,3.22,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0.2,0,0,0,0,1.59
0.06,0.2,0.25,0.04,1.25,6.55,0.52,0,0,0,0.06,0.16,1.64,0.05,0,0.1,0,0,0.02,0.02,0,0.2,0.22,0,2.17,2.84,3.96
0.04,0,34.23,0.36,5.27,10.57,33.36,0,0,0,1.47,6.65,2.58,0,0.43,0,0,7.34,0,0,0,0.2,0.68,1.81,25.7,0.99,15.5
0.08,0,6.41,0.64,0.04,8.70999999999999,4.85,0.02,0,0,0.55,0.37,0.72,0,0,0,0,0.04,0.02,0,0,0,0,0.6,0.18,0.14,0.02
0.04,0,0.14,0.06,0,3.32,0,0.04,0,0,0.18,0,0.22,0,0,0,0,0.02,0.03,0,0,0,0,0,0.04,0.02,0
0.02,0.2,0,0.12,0.12,3.5,0,0.02,0,0,0.08,0,0,0,0,0,0,0.02,0.02,0.02,0,0.6,11.05,0,0,0,0
0,0,0.51,0.04,0.04,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,6.8,0.2,1.82,0,0,0,0
0,0.8,0,0.04,0.04,0.52,2.6,0.06,0,0,0.04,0,0,0,0,0,0,0,0.02,0.1,2.8,0.4,0,0,6.09,0,0.06
0.02,0,0.22,0.37,0.18,4.29,0.1,0,0,0,0,0,0,0,0,0.02,0,0,0.02,0.02,0,0,0,0.07,0.08,0,0.14
2.21,0,10.11,1.02,0.28,0,0.02,0,0,0,0.1,0,0.08,0,0,0.16,0,0,0.06,0.15,25.6,8.4,0,0,0.14,0,1.47
0.04,0,0.57,0.57,0,1.74,8.28,0,0,0,0.04,0.33,0.1,0,3.77,0,0,0.29,0.08,0.02,15.2,0,10.28,0,0.06,0.86,2.94
1.35,0,25.04,7.08,2.01,0.49,6.02,0,0,0,0.72,13.54,2.48,0,0.68,0.02,0,6.89999999999999,0.02,0.04,0,0,0,0.19,3.45,0.08,4.64
2.52,0,0.12,0.04,0,0,0,0.04,0,0,0.12,0.04,0.5,0,0,0,0,0.12,0,0,0,0.4,0,0,0.24,0,0.02
0,0.2,1.16,0.1,0,0.24,0.16,0.31,0,0,0.16,3.3,0,0,0,0,0,0,0.02,0,0,0.4,0,0,0.06,0,0
0,0,0.02,0.12,0.06,0,0,0.04,0,0,0.02,0,0,0,0,0,0,0,0.04,0.04,0.2,0,0,0,0.14,0,0
0,0.2,0.06,0.06,0.04,0,0,0,0,0,0.04,0,0,0,1.67,0,0,0.06,0.04,0.02,0.2,0.4,0,0,0,0,0.06
0,0,0.04,0.02,0,0,0,0,0,0,0.06,0.06,0,0,0,0,0,0,0.04,0,1.4,0,0,0,0.08,0,0.12
0,0,0,0.06,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0,0.06,0,0,0,0.4,0,0,0.12,0,0.12
0,0,0,0.06,0.06,3.05,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.08,0,0
0.02,0,0,0.12,0.04,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.2,0,0,0,0,0
0.02,0.2,0.81,0,0.04,0,4.17,0,0,0,0.66,0,0,0,0,0,0,3.66,0,0.02,0.2,0.2,0,0.13,0.08,0,0
0.98,0,20.02,1.2,0.12,1.2,1.25,0,0,0,0.06,0.48,0.28,0,0,0,0,3.63,0,0.02,0,0,0,0,0.5,0,0
0.12,0.2,0.14,0.06,0,4.28,1.35,0.02,0,0,0.1,0.02,0,0,0,0,0,0.08,0.04,0.04,0.2,0.8,0,0,0.1,0,0
0.14,0,0.12,0.16,0.04,2.81,0,0.05,0,0,0,0,0.04,0,0,0,0,0.04,0,0,0,0,0,0.36,0.49,0,0
0.1,0,0.28,1.31,0.14,4.02,0.1,0,0,0,0,1.67,0.02,0,0,0,0,0.04,0,0,0,0,0,4.63,0.08,0,0
1.92,0,3.65,8.32999999999996,8.09,9.41000000000001,0,0,0,0,0,0.1,3.64,0,0,0,0,0.04,0,0,0,0.6,0,0,1.75,0,0
0.1,0,0,0.66,0.06,0,0,0,0,0,0.16,0,0.44,0,0,0,0,0,0.04,0.02,0.2,0.4,0,0,0.06,0,0.72
0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0.12,0.04,0,0,0,0,0,0.12,8.46
0,0,0.08,0,0.14,0.12,0,0.02,0.19,0,1.22,0,0,0,0,0.3,0,0,0.1,0.02,33.2,2.8,35.74,0,0,0.4,14.85
2.16,0.6,1.79,0,0.98,4.23,6.83,0,0,0,3.89,0,1.3,0,0.1,0.35,0,0,0,0,0.4,0.6,0.08,0.58,0,0.86,2.82
0.14,0,3.62,0,0,0.48,0.59,0,0,0,0.06,0,0.08,0,0.1,0.04,0,0,0,0.06,9,0,0.87,0,0.02,0.76,9.91999999999999
